Date,Rating,Title,Review
3rd March 2022,1,"""I had forgotten how unbelievably awful Manchester airport was""","Not Verified |  Grounded for 2 years of Covid, I had forgotten how unbelievably awful Manchester airport was. Obviously determined to retain its spot amongst the worst airports in the world and despite it apparently building a new terminal it remains the shambolic stressful mess of old. Staff training appears to focus on shouting at passengers, who are herded up and down alleys like livestock. Security experience is third world, crowded and chaotic. Premises are dowdy, stuffy and grim. Has no one in charge ever gone to see a modern airport? If you can avoid this airport you will be doing yourself a favour!"
2nd March 2022,2,"""Worst airport I have traveled from in recent years""","✅ Trip Verified | Long security delays, had paid for fast track but equipment failures still caused long delay. Totally disorganised, walked forever to get to the gate. Lack of catering. Worst airport I have traveled from in recent years."
25th February 2022,4,"""Communication very poor""","✅ Trip Verified | Departure of Manchester airport - very little mask wearing including by airport staff (probably less than 50%). Felt very unsafe. Arrival back into Manchester airport - suppose to arrive into Terminal 1. When we arrived, we were in a very small baggage collection area, baggage on floor getting in the way (this was not our luggage and I did hear this was from the day before). Took a long time to get baggage and then the security doors jammed. We were all stuck in this small area for about half an hour. No communication from any staff. Therefore running very late to get our transfer so when a tech man came and got the doors open, we were then released and found we were not in Terminal 1 and in fact we’re in the closed Terminal 3. Then had to go walk over to Terminal man1 arrivals to meet our transfer, another 10 minutes or so as have to leave one terminal walk outside and then get into the other terminal. None of this was communicated. Luckily our transfer did not charge us for the delay but this would no doubt cost them more money. Communication very poor. Dirty airport."
25th February 2022,1,"""Hugely inefficient""","Not Verified | Worst airport I’ve been to for a long time. Hugely inefficient, stupid layout for check-in, no seats to rest or anything, just an empty 3rd world hall. Even more stupid is the security checks. Long lines, antique equipment and lots and lots of manual labour."
24th February 2022,2,"""Very poor facilities""","✅ Trip Verified | Got to the airport early to finish off some work in the lounge, only to be told that the desk doesn't open until 2 hours prior to take off and there is no facility to accommodate me. Very poor facilities and my partner was charged £5 to drop me off. What a joke."
20th February 2022,1,"""waiting an hour an a half for bags with no updates""",Not Verified |  Absolute joke of an airport. Been waiting an hour an a half for bags with no updates. Departures last week just as poor. Taxi waiting and will leave without me I assume.
16th February 2022,1,"""it's so poorly run I would almost rather go to Liverpool""","Not Verified |  As a Mancunian I have to brave this airport anytime I wish to fly. It should be such a positive to have an international airport 25 minutes from my house but it's so poorly run I would almost rather go to Liverpool. Arrival is worse than departure. Departure is still bad but arrival is absolutely awful. What's truly amazing is that it always seems a surprise that there are people coming into the airport. Staff are never added to remove queues and there is absolutely no sense of staff pride in working there. I have been lucky enough to go to a lot of airports in my life, Manchester's is consistently and by some distance the worst run. The entire customer experience is designed to fleece people and waste as much of their time as possible if there were any local competition this place would be absolutely dead."
28th January 2022,1,"""every experience was awful""","Not Verified |  I have travelled via Manchester Airport a few times and every experience was awful. Each time I have thought it can only get better only for the next one to be even worse. It would be easier to list the good things about the airport than the bad because, yes, there isn't one good thing. Even their private lounge is dire. You'd think I would have learned my lesson by now. Well, I have. I will never, never use them again. "
28th January 2022,3,"""Manchester is one of the worst travel experiences I have had""","✅ Trip Verified | I recently traveled out of T2 at Manchester, with all the hype I was expecting a pleasant experience. Chose to travel there by train, got to the walkway and none of the travellators were working so it was quite a walk. Check-in was ok, security area was a bit small. From there you are guided to the yellow brick road of duty free winding round all the shops to get to the main area. Different food outlets on two levels and the lounges are at the back of beyond. Then came the time to get to the gates for departure another trek, again travellators not working and inexplicably it’s on two levels, no steps or a small lift down, the gate staff were disinterested, no directions as to seating for economy boarding or business, staff sat in a row of priority seats. Access to aircraft down stairs or very thin lift just to get to the skybridge. I have been to so called third world countries with better airport layouts. Manchester is one of the worst travel experiences I have had."
25th January 2022,2,"""things have not improved at all over the years""","Not Verified | Without doubt the worst airport in the world bar none. As a Mancunian I find this hard to say but as travelling overseas with work over the last couple of decades, I can safely say I have never been anything other than amazed at the lack of professionalism shown by the staff on security. The management must take some kind of perverse pleasure in watching people queuing. The norm is to queue until some member of staff starts shouting the next flight leaving so those unfortunates with the gate closing can get through. Surprised that things have not improved at all over the years but they haven’t."
29th December 2021,4,"""the queue snaked forever with no staff member knowing what to do""","✅ Trip Verified | Etihad had only four desks for check in, we arrived 3 hours before our flight to find the longest queue I’ve ever seen at MAN Airport. It took 2.5 hours to check in. Had bought fast track security in the new terminal, the security belt broke and the queue snaked forever with no staff member knowing what to do. We had no time to shop for goods for our holiday or buy food. We then sat on the tarmac for 2 hours as no bags had been brought to the plane. We missed our connecting flight as Etihad didn’t hold any of the connecting flights. Our son got covid and spent Christmas Day in a hospital in Abu Dhabi even though his only symptoms were a runny nose. Total shambles and they blame the passengers for turning up. Always been a terrible airport and has made travelling a stressful heading of cats experience. Disgusting place. Inadequate board members who are only interested in profit and not passengers or staff."
15th December 2021,4,"""past week was the worst I have experienced""","✅ Trip Verified |  Have been using MAN and LHR for transatlantic trips for 20+ years. MAN has always been very slow for check in and especially security clearance. This past week was the worst I have experienced ever. Stayed over in the airport hotel so we could enjoy a leisurely morning ahead of our 12.30 flight on Aer Lingus. Went to check in [doc check] at 9.20 a.m. (!!!!) with queue of maybe 15 people and 3 counters, looked good. Ended up taking 45 mins [staff break, general sluggishness then down to 1 counter as line swelled]. Entered security - unbelievable. Conga line was 4 layers deep and although 6+ lanes had staff, only 2 were open initially. When the doors had to be closed shut they finally opened more lanes but by then it was too late. Got through at 11.00 [yes 55 mins, which brings into question the published reports from MAN aiming for 92% of passengers through in <15 min??]. After a brisk 12 min walk (through the horrid commercial tack in T2) trying to find a restaurant, we see on the board we are asked to go to gate at 11.30 [~18 mins from now] hence no breakfast / relax. Thanks MAN - for a thoroughly lousy experience. We made it over the gate via the soul less A wing only to find that they would not in fact be boarding at 11.45, but 12.30. Aer Lingus staff seemed to be clueless and so many of them  sitting around doing nothing, and explains the lack of staff on check in desks pre-security. Overall very disappointing. Morning arrivals to MAN is not much better. On inbound leg, our flight landed at 5.45 am, and T2 has nothing open until after 7 am and even then it is a small coffee shop [all other shops have closed up], so be prepared to stand for 1h+ alongside a 200 yard queue of people waiting for Randox Covid testing to open [also at 7 am], as there are also no seats available. Car rental counters open at 8 on Saturdays, so no other options except hope for your early am flight to land later than published. Welcome to MAN. Typically [in 20+ years experience of MAN] security will take you at least 30 mins door to exit and check in seems to be also very slow, so the notion of being there 3h ahead of an international flight is actually very real [see above]. In my view this defeats the purpose of using a regional airport in the north. I can drive from LHR in less than 4h and the departing / arrivals is fast, professional, and reliable. Even more importantly, with multiple carriers, prices are MUCH cheaper due to competition so think very carefully before using MAN airport."
20th November 2021,3,"""what a mess""","Not Verified |  We went on holiday with Jet2 from terminal 2 at Manchester Airport, what a mess. On check in we were told to allow 15 min to walk to our gate as jet2 are based there, we are both in our late 70s and considered quite fit, although I have a problem walking a long distance, but do not expect such a distance at an Airport and therefore found the walk difficult both on the outward journey and on arrival at our inward journey. I feel that there are many people with the same problem as myself that do not fit the criteria for assistance. Therefore I feel the older generation that is a large portion of your business as been over looked. I hope that by bringing this matter to your attention something positive will come of it as we older generation are not quite giving up on life and holidays."
14th November 2021,2,"""Chaotic and lengthy security queues""","✅ Trip Verified |  Chaotic and lengthy security queues at Terminal 1 Security. This airport compares unfavourably with virtually every airport I have travelled to and from all over the world. Staff in Security are clearly under pressure and convey their frustration and annoyance in a rather hectoring atmosphere in their dealings with the public. Lengthy walking also between terminals since the powered walkways were all out of commission, and the distances are not inconsiderable especially if you, like me, had a hip replacement operation quite recently. This airports management need to take a long hard look at how their facility operates, there is plenty to improve, trust me."
2nd November 2021,1,"""I complained to Manchester airport and they did not answer""","Not Verified |  Complaining about the security at terminal 1 on behalf of my dad who's 87. The staff have no people skills especially to old people, my dad was made to take off his shoes after he forgot to take out his wallet they checked him again but buzzed. He then complained I have nothing in my pockets etc and then was made to go through the body scanner, he was mad with his treatment and he could not put on his shoes after as he has arthritis and his age. Avoid this airport. I complained to Manchester airport and they did not answer."
30th October 2021,2,"""Get more staff""",Not Verified |  Always the same. Waiting ridiculous times for hold luggage. Get more staff. For a sub 2 hour flight waiting one hour for luggage is unacceptable. It is usually waiting to get off the plane or waiting for luggage which lets this airport down. Will always choose an alternative airport if I can.
18th October 2021,1,"""Worst airport in the world""",Not Verified |  Worst airport in the world! Check in and security were not too bad but the New Terminal 2 is terrible. It’s obviously just a money making racket. Not interest in passenger needs. Very expensive eating places. Only Smiths available to buy any essentials. No Boots chemist only land side which is no use if you can only take hand luggage and want to buy toiletries at the airport. I would like to know which architects designed this terminal because I think a child could have done better. The ladies toilets are a disgrace. The water from the taps hits the back of the basins and splashes water everywhere so if you don’t realise you get all wet. Only two hand driers - a disgrace for the number of passengers that pass through. Hopefully will not have to use Manchester much anymore and will go to Liverpool when I can. It is a much better airport. What a waste of money this terminal is. Also the signs for driving into the airport car park are terrible. We have not been to T2 since lockdown and did not realise the road changes. So we ended up in the drop off area when we were actually trying to get to Multi storey car park East. Had to pay £5 for the privilege of driving through there only to return to the roundabout to see a small white sign with tiny arrows indicating where the car parks were. Good help any foreigners trying to find their way!
12th October 2021,1,"""does not care about customer service""","✅ Trip Verified |  Tui flight TOM 2623 landed from Palma at 15:47, my wife and I eventually received our two cases in T2 baggage handling at 17:20, a wait of 93 minutes, which, (considering there was only one other plane, from Tenerife, being unloaded at the same time) is completely unacceptable. The luggage when it eventually started to be delivered, appeared in dribs and drabs of 3-4 cases at a time with long periods of total inactivity, just what was going on? Needless to say there was no explanation provided for this prolonged delay, nor were there any handling agents available to enquire of. We were not the last to receive our luggage as there were 20-30 people still waiting after we left the baggage hall. I will in future choose either Liverpool or Leeds-Bradford to fly from as it appears that Manchester Airport Group just does not care about customer service, meeting acceptable service levels or communicating operational inefficiencies - I will vote with my feet !"
18th September 2021,2,"""Bullying rude security staff""","Not Verified |  Bullying rude security staff, horrible cramped queue in T1, shouted at and humiliated by a security man, left me in tears. I would rather not travel than use this horrible airport."
3rd September 2021,1,"""Barbaric treatment!""","Not Verified |  The worst experience of my life in T2! Arriving to my home country and city after a slightly delayed flight from Malta - first holiday in over 2 years to stand in a 2000 people deep, super spreader event queue for passport/border force control for almost 3 hours! There were only 4 passport control officers on duty! Herded like cattle, with no opportunity to social distance on a hot August day, sun beaming through large windows with no access to toilet or even water! So say customer service staff useless - how were they socially distancing the at least 5/6 flight loads of passengers? All mixing from our green to amber destinations - incredible! Barbaric treatment! Even though Manchester is my home town I cannot see my family and I travelling through this airport again!"
30th August 2021,1,"""The staff are rude""","Not Verified |  This airport has the slowest, worst and inefficient airport security system I’ve ever seen at any airport. The staff are rude, lecture you on hidden rules regarding what needs to go inside a tray or not. Twice I’ve departed Manchester in a month, both times it took almost an hour to get through security, with most people’s bags being set aside for secondary inspection. The equipment they use is either broken, old or incorrectly setup. There were more bags on the secondary inspection belt than the main one. A trash airport experience, I understand security has to be high - but I fly all over the world regularly, and this airport security is the worst I’ve ever encountered. Avoid if possible."
30th August 2021,1,"""a pretty dire experience""","Not Verified |  Extortionate drop off charges. 0 to 5 minutes cost £5! A real rip off and sets the tone for the rest of your experience at the airport. Mayhem at security, underwhelming departure lounge, poor sign posting, and gating areas too small so passengers including families with small children are having to queue up the stairwell. Overall a pretty dire experience."
21st August 2021,1,"""Very rude staff at security""","Not Verified |  Very rude staff at security at terminal 1, need retraining. Hall small, cramped, long queues. Some chairs in seating area ripped. Expensive parking. Will need to train staff at security."
17th August 2021,1,"""Awful security processes and rude staff""","Not Verified |  Awful security processes and rude staff. Recently had the misfortune to travel via Manchester airport’s T1 - out of the numerous flight journeys we’ve made worldwide, Manchester airport has been our worst security experience by far. They have the most pointless, inefficient system we’ve come across anywhere and nothing that makes air travel any safer. This is topped by the rudest, most unprofessional staff who should never be in a customer-facing role. Every electronic item has to touch the tray base 100% with not even any overlap, bags ‘lengthwise’ even if it fits perfectly inside the tray any other way, bags containing liquids can only be in their bags even if its only 1 chapstick in a slightly bigger bag - and there was a seemingly middle-aged male security staff who kept rudely shouting at my children and I even while we were trying to sort items as per their rules, leaving my children upset and worried. I was made to go through the body scanner and then frisked again by a security staff, not sure what the point of the body scanner was then. It took us around a 45-minute wait in the queue to get to the security and another 15 minutes to get through it. The whole experience was a nightmare like no other and I would rather drive longer to another airport than fly from Manchester again."
20th July 2021,1,"""it took 50 minutes to go through security""","Not Verified |  I would like to take this opportunity to warn other passengers of the stress and time it takes to go through security in Manchester UK airport. Was flying today from Manchester - Belfast and it took 50 minutes to go through security in turn meant that 10 passengers missed their flight. This is certainly not the first time I have had this issue at the airport. When queuing for security, I notified one of the security staff that my flight was boarding and they informed me that there was time and it would be ok. When I got to the scanner, the system broke down and had to be transferred to another unit. This airport is a shambles and I cannot believe it is allowed to continue. When finally reaching the departure gate to be told the flight had closed, the Easyjet staff were equally ignorant. Their single line was ""Security of the airport is nothing to do with Easyjet"". It is only unbelievable."
14th July 2021,1,"""One of the worst airports I have ever experienced""",Not Verified |  One of the worst airports I have ever experienced. Even if you arrive in time 2+ hours before the flight you still can miss your flight. They can't handle people. Security is very poor as well! I travel few times a month via various airports so I have something to compare.
17th June 2021,1,"""absolutely extortionate parking charges""","Not Verified |  Appalling. Ridiculous parking system, absolutely extortionate parking charges, and over-priced drinks. Rude, unhelpful staff and nothing that would pass for anything like ""customer service"". Painfully slow WiFi that they have the audacity to charge for, long queues for everything from check in, to security, to boarding, and the decor and ambiance of a 1970s prison. The worst airport I have ever had the misfortune of arriving in or departing from and an utter disgrace to the United Kingdom. If it were possible to give 0/10, I would."
9th May 2021,4,"""Mouse or was it a Rat?""","Not Verified |  Mouse or was it a Rat? Carrying on the theme of Manchester Airport being unclean: Every time I have to fly from Manchester I notice how appallingly grubby it is, (not to mention the travelators which are rarely ever all working on the same day!) with accumulated grime in many locations. But one visit stands out above all others - when climbing the stairs from the toilets near the departure gate, I was rather surprised to see something small and furry running on the step above, a baby rodent! Quite unbelievable to find a mouse in a UK international airport terminal. Two girls descending screamed and I immediately looked for a staff member, I found a 'large' bloke in a hi-viz vest sitting scoffin' his 'scran' who casually replied: 'Yeah, they're all over mate - the place is infested with 'em, they're in the roof!' Then continued to eat - never even got up to look or report it! I later googled images of young rodents, I have a horrible feeling it was a baby rat! Manchester Airport takes no notice of complaints - one employee told me in hushed tones to contact the local mayor Andy Burnham as according to him the council considerably subsides the operation. Maybe I will."
6th April 2021,1,"""It all feels very uneasy and unpleasant""","Not Verified |  On arrival you get hit by charges. Pay to park for the covid test, pay to drop off, pay pay pay. No idea where that money is funneled, certainly not in keeping the place tidy as the airport is sad and dirty. It's covid, so most of the departure area is understandably closed. However, it also means all departure passengers are cattled around three rows of seats. Despite the loudspeakers telling us every five minutes that masks must be worn at all times and that security check, many passengers aren't wearing their mask. It all feels very uneasy and unpleasant."
19th March 2021,1,"""filthiness, over-commercialisation""","✅ Trip Verified |  Unfortunately this is my nearest major airport, so I have little choice but to use it. But Manchester Airport never fails to set new standards for its filthiness, over-commercialisation, and rip-off charges at all stages - parking especially. As a major gateway to the UK, the airport creates a disgracefully poor image for the UK. Compared to other major regional airport in comparable countries - take your pick of modern, spotless airports throughout Europe - Manchester Airport is a national embarrassment due to slovenly and greedy management. In normal times Manchester Airport makes several hundred million pounds of profit per year - enough to not fleece passengers for car parking (or even just dropping off - there’s no way to avoid the charges), and enough to maintain basic hygiene. For me, there is no worse Airport in the world."
20th December 2020,1,"""horrified by the treatment of the security staff""","✅ Trip Verified | I am horrified by the treatment of the security staff. They kept me waiting for literally 1 whole hour just unpacking my whole suitcase, checking each one of my make up products, going over every single part of my suitcase, grabbing my toothbrush and swabbing it, as if they had never seen a toothbrush before. They just seemed to enjoy making a big deal out of absolutely every product within my bag, then said that products like toothbrushes and phone chargers need rechecking. I almost lost my flight due to their incompetence and rudeness. They did the same to a very old couple just ahead of me, the old lady having to sit down while his husband had to repack both their suitcases. Absolutely appalling behaviour from the staff at Manchester airport, I had already heard bad reviews and experiences by this was just a joke. I will try to avoid travelling from Manchester at all costs."
23rd September 2020,1,"""I was appalled by the rudeness of the security staff""","Not Verified |  I've been flying from Manchester since the mid 80's and always found it the best in my region for the choice of destinations. I lived abroad for a number of years and recently returned to live in the UK. This was my first foreign trip from Manchester in 10 years and I was appalled by the rudeness of the security staff. I'm used to travelling with hand luggage only. Normally I pop my case on, take out my laptop, clear bag with liquids in and place them in a tray. I have it all down to a fine art. Now this time I had to put my laptop in one tray, my liquids in another and my cabin bag in another. My mother also ended up with two trays, so five between two of us. We then had to queue for ages to get through the one and only metal detector in that area and the staff were shouting at everyone to move quickly. At the other end a snotty woman was shouting at people to pick up their trays and take to the packing area. That's all very well when you just have one, but five, seriously. When trying frantically grab things and condense into one tray so I can carry it to the crowded packing are with no space, she's shouting at me saying 'It's not rocket science!' I've never been treated with such rudeness. I then had my case searched because of a tiny pair of fold up nail scissors which have been all over the world with me in 10 years with no issues. Doncaster Sheffield airport is 20 min from me where the staff treat you with respect and I've already booked my next hol from there. You can get to many popular holidays destinations from there and it's clean, modern and friendly. Why would I drive for two hours to be treated like a piece of dirt by people whose wages I'm paying? Just because they work on security they think it gives them carte blanche to be rude and unprofessional. With a lack of passengers due to covid, airlines cutting back on flights and cancelling holidays the staff should be welcoming passengers not driving them away. I can't honestly see Manchester still operating 3 terminals this time next year. Terminal one is also grubby and dated. I used to live in Manchester and loved it but having been back several times in the last year I've experienced nothing but rudeness at both the train stations and now the airport. No wonder I've heard people referring to it as the 'Nasty Northwest' lately. Heathrow must deal with millions more passengers every year and it's much more polite and professional."
18th September 2020,1,"""I’d rather drive 4 hours to Stansted""","✅ Trip Verified | For years the security personnel at Manchester have been the worst in the world, rude, cocky, arrogant, confused, then after the lockdown in July they transformed they polite, knowledgeable and spoke to their customers (yes customers, our business pays their wages) live humans rather than like dogs. Then comes September, obviously fed up with being polite they are back, they all have different instructions have not got a clue and so arrogant and rude, I’d rather drive 4 hours to Stansted they should at least all bark the same instructions I’d sack the lot of them if they worked for me, absolute morons."
27th July 2020,1,"""Hope the pandemic causes a mindset change""","Not Verified |  Must be the worst airport in the world, security treat people like dogs. Lounges are always full. Its the whole attitude of the staff. They have had it easy for years. Now that crunch time has come they may start to treat people like customers, in a friendly and happy manner. We are going on our holidays. We do not want to be abused by staff from start to finish. Its a dreadful experience. We pay your wages, we are on a hard earned break and you ruin the start of it. Its appalling. As far as the lounges go the staff are a disgrace. You feel lucky to get in any lounge even though you have paid an annual fee. Hope the pandemic causes a mindset change. The only nice people at Manchester are Jet2 staff. What a breath of fresh air to get to the Jet2 gate and the staff are so lovely. What a change."
23rd July 2020,1,"""Utterly poor customer service""","✅ Trip Verified |  Security was absolutely shambolic. Travelling with family/children? Avoid like the plague. Especially security B. Post lockdown levels of passengers yet still a long queue as only one scanner open. By the way, security B is a maze of stairs and hidden lifts. I’m travelling alone with a toddler who will not leave my side during security yet it’s insisted I stand alone in the body scanner. Toddler leaves my side for no more than 5 seconds, and security staff grab her by the wrist and pulls her away from me in the scanner, whilst another coworker fails in his attempts at entertaining/distracting my toddler with a tray. Toddler freaks out with the woman grabbing her by the wrist and ends up getting extremely upset and clinging to my leg and screaming at the top of her lungs. I sternly ask her not to do that as she’s hurting and upsetting my already stressed child. She would not have grabbed an adult by the wrist and pulled like she did to my daughter, whilst my daughter panics and cries out for me. I ask if we can’t just go through the walk through scanner, and she says no - the rules are that if the body scanner is available I must be scanned in that, and that she’s just doing her job. So they finally decide to do a complete search instead. A supervisor turns up to hover but has nothing useful or comforting to say. When I tell her we were forced to go through the body scanner travelling alone with a child, the woman pipes up and says we weren’t forced to go through it. And says this repeatedly, contradicting me. However, I was certainly not offered a choice!! Meanwhile my daughter is begging and crying for her pacifier which is on the tray going through the bag scanner rolls eyes which I’d been asked to send through with the bags because it was bulging in my pocket. She pats me down. Then tells me she also needs to do the same to my daughter (having man handled her earlier). I explain to my daughter what’s about to happen (woman tries to tell my daughter she’s going to give her a tickle), woman looks to me for approval, and I tell her to just do it quickly and get it over with. A completely unnecessarily stressful experience with zero consideration nor respect for children. Utterly poor customer service."
5th April 2020,7,"""An amazing experience""","Not Verified | An amazing experience through Manchester, except security. Staff at security were shouting 'All liquids in bags' (super loud). Check-in and boarding was all good. Food was good too"
19th March 2020,5,"""a very grubby space""","✅ Trip Verified | Meet and greet parking location is nice and convenient but horrendous queues to drop off car keys in the terminal. Drab airport interior and this theme is continued around security processing with low ceilings and generally cramped queuing areas. Paid for fast track so skipped most of the lines, but a very grubby space. Gate areas are slightly better for space and light, but terrible seating choices and average washroom cleanliness. Not an airport to hang around in. On arrival, immigration kiosk queues were modest and baggage was quick. Baggage area toilets similarly weak appearance. Rather confusing system of automatic retrieval for car keys at meet and greet area but staff there to assist."
14th March 2020,1,"""Avoid this place like the plague""","Not Verified |  The airport security team is the most horrid experience in all my travels. You literally have to take almost everything out of your bags. Anything with a cord, any liquid, all electronics. Oh and boots off but not any other shoe. So bizarre. We had like 12 bins with all our stuff taken out and a tiny area for everyone to repack. The security ladies are snarky and absolutely rude! If I can avoid this airport in the future I will at all costs. I made a comment to my husband how inefficient this security process was. Well big mistake because one of the ladies heard me and proceeded to rip me a new one for 5 minutes in front of my children. I even told her to stop talking to me like that in front of my kids and she said she is concerned with my behavior and what I will be like on the plane if I’m told something I don’t like. Really lady! Get a life. Never ever had this experience. Avoid this place like the plague if you can. I am mortified with the way they treat people."
12th March 2020,1,"""It was complete chaos""","✅ Trip Verified | My partner and I have vowed never to use this airport again. I was expected to place my asthma inhalers in the liquids bag (they are powder) and put out my hair straighteners separately. No other airport does this. Security check staff were shambolic and incompetent, and also rude. The time from placing articles in the trays to leaving the security area was over an hour. My partner's trays were scanned and diverted to the additional check area. The member of staff asked the question ""has anyone interfered with this tray since you packed it"". Only the security staff had access to it! He then returned the trays to the scanner, one of which was again diverted. The tray with his coat was sent through. Another member of staff picked up the tray from the middle of the rapidly-filling conveyor and returned it to be put through the scanner again. This time the tray and contents were ok to be collected. All the time this was happening, two customer interviewers were completing interviews on their tablets themselves, without referring to customers. There were also Union people milling around with clipboards. It was complete chaos, with disgruntled customers hanging around waiting for their trays and the staff not doing their jobs. When one customer stated that no other airport in the UK goes through such measures, he was told ""no other airport cares about your security""."
7th March 2020,2,"""The absolute pits and a rip off""","✅ Trip Verified | The absolute pits and a rip off. I use MAN as my UK Hub every time I fly in/out, four times per year, in and out. I can almost excuse the deplorable Security Staff's rudeness. It must be a thankless task but they do give the impression of not caring how long they take. If they check a bag you get the full treatment at their pace. Camera out. Book out. Laptop already out. I tried to retrieve my handkerchief to deal with an incipient sneeze and actually got my hand slapped with the search wand. Really. Perhaps they wanted my germs? But that is not my chief gripe with this rip off. We pay a few bob in landing fees to use the place and they cannot even supply a trolley without stealing another quid off you. I know of no other airport that charges for luggage trolleys. It is not as though they are not making money from the forced march through acres of shops that create an obstacle course on your way to the gate. And to cap it all they are now removing any payphones that one can use to call friends and family to advise progress and arrange pick up. What a place. And they talk about a £1Bn improvement plan. Well I can tell them where they should spend that kind of money in providing a decent place to fly from. Seats. Signs and service to those paying for it. I can't say 'Never again' as sadly I need to use it to serve my travel needs."
7th March 2020,2,"""It gets worse every time""","✅ Trip Verified | It gets worse every time I travel from Manchester airport. Security checks vary - shoes off, belts off, watches, pockets emptied of everything or a combination of the above. Today my bag was taken off the track and eventually we got it without swabbing! A random selection apparently. The swabbing team seem to delight in the anxiety caused. Not surprised to find that many others agree with me. Not been to a worse airport security set up."
6th March 2020,1,"""The worst security wait ever at this airport""","✅ Trip Verified | The worst security wait ever at this airport. Travelled 000's of miles in many different airports in the world and this is the worst - one and a quarter hours in a cattle pen waiting to go through the security process. Appalling management. No contingency planning, no capacity for remedial action. Complained to customer services - in their response they said their target wait was fifteen minutes and they were implementing a programme of customer service training. I explained that this was not the point. In view of their waiting target they had failed by 500% and no amount of smiling at people would cure chronic management failures on that scale. Hopeless. Liverpool is now my preferred gateway to the North West. Very frustrating that Manchester Airport Group uses its customer service to insulate senior executives from the impact on customers of their poor management."
4th March 2020,1,"""Scruffy, lazy staff""","✅ Trip Verified | The worst airport in the world. Scruffy, lazy staff. And the rudest security staff imaginable. I've travelled a lot, but the way one is treated in the queue to security before check in is unimaginably bad. 2 men shouting at travellers, completely unacceptable."
29th February 2020,1,"""security procedure is an absolute shambles""",Not Verified |  The security procedure is an absolute shambles and extremely inefficient for an international airport that handles a lot of passengers every day. They were pulling a lot of bags to the side and it seemed that they would deliberately take their time and were showing no concern that people had flights to catch. The staff were very abrupt and somewhat rude. Terrible staff and airport.
23rd February 2020,7,"""Customs was very smooth and empty""","Not Verified |  Departures: Terminal 1 is acceptable excluding the drop-off and parking. First you go through the check-in hall which is fairly spacious but needs a do-over but it only gets worse from there. Next you go down a fairly small set of stairs into security. T1 security is a packed, stuffy, low-ceilinged hellhole of a room. Luckily I got through there fairly fast and into the departures lounge, which is the best part of the terminal - it is modern, open and packed to the brim with toilet facilities and shops, along with a travel-money stand, which is quite useful. Unfortunately there is a long hike through a department store to get to the gates. On the other side of the store the were some fast-food chains and a large window with a bench and table running across it. This is a plane-spotter's paradise. My flight was at gate 21 which I found to be downstairs, on a wall there was an illustration and some writing saying that there was free wifi for 3 hours, never used it though as I was on my mum's hotspot. We took a packed to the brim bus to parking stand 71, past where the FedEx 757 hibernates during the day to our Thomas Cook airbus A321. It was raining out (no surprise) and we had to take slippery, corrugated steps up the the narrow-body airbus which could have had something over it to make it less dangerous. Arrival: This time we got a jet-bridge and it was very fast getting off MT-231 and traversing our way through the terminal. Customs was very smooth and empty, and before we knew it we were out onto the carpark."
23rd February 2020,1,"""Most appalling service in all areas""",✅ Trip Verified | Most appalling service in all areas. Very intimidating security with the most stupid and nonsense procedures which don’t make a flight any more secure. It seems as if they employ staff who leave their remains of a brain at home when they come to work. Moreover the amount of shopping offers you have to work your way through till you are able to get to the gates feels like a violation of my right to choose with whay kind of marketing I am bombarded with. Will try to avoid this airport.
17th February 2020,1,"""airport is just a high cost bus station""","Not Verified |  Drop-off parking is just robbery wearing a uniform. I have always viewed this airport as a jewel in the crown of the North West, but they have just proved to be the same cowboys as every other rip-off airport in the UK. This airport is just a high cost bus station. Shame on you!"
12th February 2020,10,"""we had extremely good experiences""","Not Verified |  I know this is going to be surprising, but we had extremely good experiences travelling through MAN T1 recently. I was amazed at the difference from previous times using this airport. Security on departure was polite and friendly to the point of joviality. Both our bags were diverted for manual checks (correctly, as we had forgotten to take out certain items that should have gone in the tray) and these were done quite swiftly, with everything being pleasantly explained. On arrival (6:30 a.m.) there were no queues, passport scanners worked fine, and our priority bags were in the first 10 or so to be delivered from the A380. We were in the car within 20 minutes of leaving the aircraft. I have to give MAN 10/10 and say that I would recommend, based on this experience."
11th February 2020,1,"""no customer service skills""","Not Verified |  Disgusting customer service around the car park of Terminal 1. I was spoken to very rudely and in a patronising manner by a woman in a high vis jacket when I asked her for directions. Totally unnecessary and downright rude. Then on my exit out of the car park, I asked the man over the intercom a question about payment and once again I was patronised for absolutely no reason. These people have no customer service skills and are unnecessarily rude."
10th February 2020,2,"""like something from the 1980s""","Not Verified |  Terminal 3. Grubby, slow, what few staff there are are rude and uninterested, very slow security with sarcastic security staff. Toilets dirty, seating area cramped and badly organised, poor choice of food and drink outlets. Non existent wifi. Overall like something from the 1980s."
1st February 2020,2,"""I now dread using it""","Not Verified |  I have used Manchester airport many times in the past but I now dread using it. Queues are always awful, staff not interested, just an all round horrible start to a holiday, and having to pay to pick up or drop off is corporate greed at its worst. The management seem to bury their heads in the sand and always have an excuse blaming everything but their incompetence to run an airport. Hate it."
