Date,Rating,Title,Review
Date of travel: July 2020,10,Stupid,"Trying to check in with the app is impossible. If your flying with more then one person, expect to pay to even just sit to each other. Our first flight on delta was so easy and I sat with my partner they handed out sanitizer and were very careful about COVID. Have yet to get on our flight tomorrow and we are already pissed. Highly suggest a different airline."
Date of travel: July 2020,10,STAY AWAY,DO NOT FLY AMERICAN AIRLINES. We are in the peak of a pandemic and they had our plane at almost 100% capacity. Even first class didn’t have an empty seat. Almost every row is completely filled. This airline clearly doesn’t care about anyone’s safety. I will never be supporting this company again.
Date of travel: July 2020,10,Stay Away,Please refer to the attached photo.Please refer to the attached photoPlease refer to the attached photo
Date of travel: July 2020,10,Do NOT fly American,"If you want to guarantee that you’ll catch COVID, then by all means, hop on an American flight. I took a a flight from Charlotte to Boston today (July 23), and it was not only booked solid with no empty seats, but people were not wearing masks until being repeatedly told by the staff, and a bunch of dummies were actually vaping. Genuinely taking off their masks, smoking, and blowing it out into the cabin. It was the most ridiculous flight I have ever been on.If it weren’t for my mother having a heart attack, I never would have risked this. Shame on you, American Airlines. You have to do better for your customers and employees."
Date of travel: July 2020,20,Terrible experience,"Bought my elderly mother a first class seat. She didn’t realize she couldn’t keep a purse or item if she sat in the very front seat and the stewardess was extremely rude and embarrassed my mother rather than politely explaining how the front seats work. There was no inflight entertainment, no food or drinks offered. Basically, the only difference between flying first class and flying coach is that in coach she could have had her iPad to entertain herself. Can’t recommend you buy a first class ticket as there are no perks to doing so. Also can’t recommend American Airlines due to the rude service."
Date of travel: July 2020,20,😐,I will not be flying with American airlines again if i can help it. They told us to social distance as we boarded but then u dont even social distance in your seats. Also the flight was delayed which seems pretty normal for American airlines. It wasnt to big of deal for me but thot i would leave an honest review...
Date of travel: July 2020,10,AA is the worst! ,"I will NEVER fly AA again. The absolute worst airline I’ve ever used. The customer service is terrible and they will come up with every excuse to make the customer sound wrong. I have never been treated as poorly as I was trying to talk to them. We were rerouted to an airport we were never supposed to be at for FIVE HOURS! Missing our connecting flight and they didn’t do a single thing to help! Sitting in a “closed” airport for 5 hours is rough. Finally getting to Charlotte and guess what, our connecting flight had just left. Needing a hotel room, did they compensate? NOPE! We had to pay out of pocket and wait for an additional 2 hours in the heat to get our shuttle to the hotel. Hundreds of people missed their flights this day and the airline did absolutely nothing to help! Told is that is we wanted our checked luggage we would have to wait a minimum of 3 hours to get it! Are you freaking kidding me?!? Let’s not mention there was absolutely no social distancing taking place on the flights. Full planes for all 4 flights. I’ve sent several emails and they’ve basically told me that bc it was weather there was nothing they could do. I was told by the girl in Greensboro that it’s their obligation to help when we are redirected to a different airport for ANY reason. I’m just mostly upset with the way we were treated. I’m a paying customer and they wonder why they have the worst reviews! I will use any airline besides them in the future."
Date of travel: July 2020,10,Terrible experience. Will never fly with them again.,"I bought a ticket to Austin Texas flying out of philly. It was a direct, nonstop flight because I didn’t want to deal with a layover. I even spent extra money to get this flight and turned down the cheaper flights with layovers. American decided to change my flight to the layover flight without any reasoning. I didn’t mind much until I landed in Charlotte for my layover and couldn’t leave due to weather. I sat there in the terminal watching other flights from different carriers as well as other flights from American taking off after being delayed for hours except mine was canceled. I even watched as a Dallas flight took off even though I was flying just a 3 hour drive away from Dallas. I attempted to talk to the help desk but was given a card with a number to call to plan a new flight. Talked to a very miserable lady who said there was nothing they could do because it was a weather cancellation even after I explained this was Americans fault because I shouldn’t even been on this flight in the first place. She proceeded to call me a liar after I told her that I watched flights board, pull away, and take off because according to her screen everything was grounded. In an attempt to make things better they gave me cookies.... absolutely pitiful customer relations. Overall my experience with American was worse than terrible and They have lost my service as well as all of my friends and family who I am going to tell never to fly with American."
Date of travel: July 2020,10,Another bad trip,"Hands down the worst airline. Customer service refuses to help. They take your money and offer you nothing. The airplanes are small, poorly ran. If given the option a flight with Delta with a connection, is better than a non-stop with AA. 5 out 5 experiences were terrible. #nobailoutsforpoorservice"
Date of travel: July 2020,20,Crowded flight with a rough group of passengers,"American Airlines Flight 1993MCO-PHL2:04-4:35 pm Airbus A321This flight was to return from a quick weekend trip to Orlando, and since it was our second AA flight that weekend, we were a bit more prepared for the lack of social distancing and crowded nature of being on a plane than we had been two days before. We knew to expect that no seats would be blocked out for distancing purposes, and that it would probably be a pretty full flight, which it was. Overall, the flight was ok, but the crowd of passengers was really rough, with a lot of very loud kids and adults and poor compliance with the mask-wearing requirements, which was disappointing.   We had purchased Basic Economy tickets for only $40 each, and we decided not to pay for seats in advance, since a good number of seats had not been assigned when we looked at the seat map a couple days prior. There were three people in our party, and we were assigned a standard row of three seats toward the back of the plane when checking in online right at the 24-hour mark. Since we have the AA credit card, our checked bags were free, making Basic Economy really no different than paying for a much more expensive regular ticket. It was a good deal.When we arrived at MCO for the flight, it was immediately clear that this airport is busy. It wasn’t as busy as it would have been a year ago, but it was much more of a “normal” feeling of commotion than we witnessed at our home airport (PHL) two days prior. The AA check-in area was crowded, although we were able to find an open kiosk immediately and were on our way quickly. When we were in line for the bag drop, I definitely noticed that people were not very good about leaving space between parties. It would have been a big help if AA had included social distancing markers in queues to help groups see where they should stand while waiting. The agent who took our bags was very nice and quickly had us on our way.Although it’s not AA’s fault, we saw a lot of poor compliance with mask wearing at MCO. So many people (passengers, staff, and airline crew) were not wearing masks properly, and leaving their noses or mouth (or both) uncovered, with no one to really enforce the rules. We were pretty uncomfortable walking around MCO due to the combination of crowds and lax mask wearing. This is unlike how it generally is where we’re from in the Northeast, so it was a little surprising to see.The flight boarded on time, and proceeded very much the same as always, with people crowding the gate trying to board the plane. Since we had checked our luggage and didn’t have carry-ons needing overhead bin space, we decided to wait until the very end of the boarding process, and we were some of the last people to board once everything was clear.  The flight was pretty full, and the seats with standard legroom that we had in the main cabin had the standard space and comfort that you’d find on any AA flight. Everything did seem relatively clean, but not noticeably different from any flight before the pandemic. After we wiped down our seats with Clorox wipes, one of the flight attendants pointed out to us that our seats had small paper garbage bags in them that we could use to dispose of the wipes, which was nice. I don’t think our flight on the way to Orlando had these, and it was nice to have something to hold small trash items.Unfortunately, right around us were a lot of the worst behaved passengers on the flight, which included a lot of groups with loud, unsupervised kids, and adults who were equally poorly behaved and not wearing masks properly. The groups around us would have been gross on any flight, but especially during the pandemic, we could not wait to get away from them ASAP.On this flight there weren’t as many announcements made about safety and modifications related to Covid as there were on our way down to Florida, but announcements were made about the mandatory mask rule and the fact that flight attendants would be monitoring compliance throughout the flight. I appreciated that one of the flight attendants actually did come by a couple of times to check masks, and corrected those who weren’t wearing them properly.We ended up leaving the gate a few minutes early, and waited about 20 minutes to take off, even though there didn’t seem to be any planes ahead of us waiting to take off. The flight was fine, with no food or drink service provided due to the pandemic, making it a pretty basic, bare bones flight. Other than any cost difference, there’s really no reason to choose American over a budget carrier like Spirit or Frontier right now. The A321 doesn’t really offer any amenities, although wifi was available to watch free in-flight movies on aa.com. The flight was uneventful, with very little contact with flight attendants since no service is being offered. We arrived at our gate in Philadelphia right on time.  Just as they had done on our flight to Florida two days earlier, the flight attendants made an announcement after we landed to encourage people not to jump up in the aisles as soon as the seatbelt sign was turned off. They asked everyone to de-plane row by row in order to promote physical distancing. It was very disappointing that a large number of passengers on this flight ignored this completely, and felt the need to jump up and clog the aisles/have unnecessary contact while waiting to get off the aircraft.Overall, our flight to Philadelphia was fine, but we were not comfortable with the combination of AA not creating any space on the planes and the crowd on this flight being very rough with lax behaviors around mask wearing. We did our best to keep to ourselves safe, but we didn’t enjoy the flight experience."
Date of travel: June 2020,10,Our flights changed twice,"Communications between American Airlines and the ticket holder ... the one paying is non-existent , they changed the flight time leaving Anchorage without telling me, then they changed the gate number at Dallas without notification ..had been sitting there 4 hours. Paid for the tickets in January for round trip to Anchorage in mid June. Airline  employees at the desks snickered about my missing the flight and REFUSED to get a Supervisor. Had to wait another 4 hours to catch the last flight of the day.NO WONDER AMERICAN AIRLINES ARE IN BANKRUPTCY PROCEEDINGS. Their front line employees are useless and totally unprofessional. Hey they had my email and Cell Phone number ... too sorry to even contact the contact number."
Date of travel: July 2020,30,Not bad for a flight during the pandemic,"American Airlines Flight 1565PHL-MCO8:20-11:01 am Airbus A319My wife and I recently took our first flight during the height of the pandemic for a weekend in Orlando. Overall, the flight was fine, since we made it to Orlando quite a bit early and had no real issues. However, the lack of any sort of social distancing or spacing on the flight felt a little weird, even though I already knew that American wasn’t blocking out seats on its flights anymore and that this flight would be full. We’re not particularly nervous about traveling, or we wouldn’t have taken the trip at all, but it was just a little more jarring than I expected to walk back onto a full flight for the first time in months.The day before our flight, we received an email from American stating that our flight was going to be full, and that we could switch flights for free if we wanted to do so. The flight was so full that the app was also offering compensation to anyone who was willing to give up their seat. We didn’t have any flexibility in our plans, so we stuck with this flight anyway.We had purchased Basic Economy tickets for only $40 each, and we had paid an additional $15 each for advance seat assignments to ensure we’d be seated together. Since we have the AA credit card, our checked bags were free, making Basic Economy really no different than paying for a much more expensive regular ticket. It was a good deal.When we arrived at PHL in the morning, the airport was very dead compared to what we’re used to. The check-in counters for Terminal B/C had no lines, and we were able to check our bags quickly using one of the kiosks. The same was the case for security. We were told that Terminal C security at PHL was closed (which is typically where we go for precheck), so we went to the Terminal B security checkpoint and expected that we’d have to do regular security. We were very pleasantly surprised to find out that one of the lanes at Terminal B was being used for precheck, so we were able to have expedited screening.The flight boarded on time, and proceeded very much the same as always, with people crowding the gate trying to board the plane. Since we had checked our luggage and didn’t have carry-ons needing overhead bin space, we decided to wait until the very end of the boarding process, and we were some of the last people to board once everything was clear.  The flight was completely full, and the seats with standard legroom that we had in the main cabin had the standard space and comfort that you’d find on any AA flight. We were lucky that the third seat in our row ended up being one of the only empty seats on the plane (solely because a third member of our party who would have been seated there ended up not coming with us on the flight, but never cancelled his ticket). Everything did seem relatively clean, but not noticeably different from any flight before the pandemic. Once boarding was complete, the pilot made several announcements related to health and safety, which we appreciated. He went over the mandatory face covering requirement and specified that flight attendants would enforce the rules throughout the flight, with a threat of being banned for life for any passenger who refused to wear a face covering. He also discussed the extra cleaning procedures and function of HEPA filters on the plane. All of this made me feel a bit more comfortable about flying. It was kind of annoying that once everyone was seated, several passengers started getting up and trying to switch seats or get new seat assignments. It seemed that a bunch of people traveling together had purchased Basic Economy tickets and ended up with scattered seat assignments, but wanted to be together. In my opinion, the flight attendants were too accommodating with these requests, which led to a lot of commotion and unnecessary contact between passengers as people around us were all getting up and switching seats after everyone had already all been seated. We ended up leaving the gate almost 10 minutes early, and since air traffic is limited right now, we took off quickly. The flight was fine, with no food or drink service due to the pandemic, making it a pretty basic, bare bones flight. Other than any cost difference, there’s really no reason to choose American over a budget carrier like Spirit or Frontier right now. The A319 did have power outlets at each seat, which was nice, and wifi was available to watch free in-flight movies on aa.com. The flight was uneventful, with very little contact with flight attendants since no service is being offered. We arrived at our gate in Orlando over 30 minutes early, with a couple minutes of an extra wait on the ground because there was initially no ground staff available to help park the plane at the gate.The flight attendants made an announcement after we landed to encourage people not to jump up in the aisles as soon as the seatbelt sign was turned off. They asked everyone to de-plane row by row in order to promote physical distancing. I was actually shocked that for the most part, people did listen to this and did not stand up until the row in front of them had cleared the area. Any time I’ve seen flight crew ask passengers to remain seated in the past (such as to help people with tight connections get off first), I’ve very rarely seen people listen.Overall, our flight to Orlando was totally fine. We were happy to arrive early and we did everything we could to be safe. Mask compliance was pretty good on the flight (although not perfect), and things felt surprisingly normal once we got past the initial stages of uncertainty of how it would be to fly right now. It would have been nice to see more distancing or lower capacity on the plane, but AA is simply not offering this anymore."
Date of travel: June 2020,10,Me,"The worst company to travel, race’s staff Not recommended at all Very bad service I travel a lot with other companies and most of them are great Never ride it again"
Date of travel: July 2020,10,Terrible customer service,"This is my first time flying American and will be my last. After paying extra to select seats when it came time for my flight I was told they had no evidence of ever selecting them. Then there were storms and clearly no one at American Airlines knows how to deal with bad weather. They changed our departure gate no less than 5 times,  forcing a herd of people to move back and forth between terminals (because it was never just one gate over). They gave us no explanation when we watched multiple flights that were scheduled to depart after us board and leave. In fact they kept us in the dark until the last minute about why we were so delayed once the weather cleared up. They don’t value customers and I am ashamed that I paid money for such an awful experience."
Date of travel: July 2020,20,Shame on AA,"In these days of COVID-19 illness, American Airlines needs to be ashame of themselves. There was no social distancing; almost EVERY seat was filled. They used a commercial size plane to accommodate. We just came from CT and RI, MA and have their stuff together. I have another trip planned in October, but if there's no social distancing compliance, I'll try not to use AA."
Date of travel: July 2020,30,Flight time was messed up by the booking agency,"I booked 3 tickets for the exact same flight under the American Airlines agency. The agent confirmed the dates and times yet when we arrived at the airport I was informed that one of the tickets has been booked for the earlier morning this caused us to miss our flight. I spent an hour on the phone with reservations who provided me with minimul help. The highlight was a lady named Sasha working at the tickting booth who was able to figure all of our flights out for the next day and even fixed another booking error that the reservation office made while attmpting to ""fix"" our flights. Sasha the tickting agent at the ABQ airport was the most helpful and understanding employee that I have met so far and she definitely deserves a raise!!!"
Date of travel: July 2020,30,Long and complicated flight to freedom,"Minimal service.  Paid business class.  only received a small bag of pretzels and a small bottle of water on each of our 3 hour flights.  Had to ask for beer, only got one on 2 of the three flights.  Original flight was cancelled with no notice to me from the airline, only noticed because I checked the APP daily.  Forced to overnight instead of a single day trip.  one flight went mechanical, 1 hour delay onboard, had to change terminals to get a new plane, original plane sat too long and failed a start up test.  On the good side, the plane was clean."
Date of travel: June 2020,10,Nonexistent Social Distancing,"Don't expect social distancing.  You'll be inches from a complete stranger.  I was told that they would not book the middle seats.  That was a lie.  Now only was every seat booked, they were over sold by 3.  Sure we wore a masks, but putting profits before people is pretty horrible."
Date of travel: July 2020,20,Last resort during COVID-19,"Currently the airline is filling all seats.   I was under the impression an email would be sent if the flight was full, and then you could decide to change to another flight.  No email was sent, but I did notice after check-in that they were offering vouchers for people to change flights (no reason listed, but as such I assumed full flight).  I had purchased a seat (shown in the picture) by itself.  The only reason I chose this seat was because it was by itself.  Once I boarded the plane, I realized this seat was not by itself but there was two seats in that location (not as pictured when purchased).  I was not notified the plane had been downgraded therefore changing my seat to now be next to someone.  AA declined my refund stating I was still in upgraded seating.  Needless to say, I will avoid flying AA during this time."
Date of travel: July 2020,10,American Airlines Sucks,"American Airlines delayed our flight over an hour simply because they did not perform the necessary checks previous to the flight and therefore we were not able to fly on the airplane we originally boarded bc it was deemed unsafe, so we were unloaded and put onto a new plane all because American could not properly perform safety checks prior to the time we were supposed to departure."
Date of travel: July 2020,10,Horrible - run away from this airline as fast as you can.,They made my mom who has a disability cry. Both Caucasian and African American female agents were rude and condescending to my mom and I. Take your money elsewhere. American Airlines is a disgrace. They do not care about you. They have ZERO humanity.
Date of travel: July 2020,20,"Rude Employees, Slow service",Employees are rude and snappy. Service as slow as it gets. They're about as friendly as a budget airline but with the price of a full service carrier. Would not recommend
Date of travel: July 2020,10,Horrible ,"Two flights, all delayed, communication was non existent and I missed my connecting flights. No one was at terminals to answer questions, stay away from American Airlines. They definitely are not American!"
Date of travel: July 2020,10,"Left Underaged Girl’s Parents At Terminal, Worker Looked at Mother in the Eyes as Door Closed.","I am a 17 y/o girl flying to Florida from Ohio for the first time. My parents followed us as we boarded, we were the last group to board. Apparently, the guy shut the door on my mom and they just said, “We’re already set to leave.” Parents got there at the scheduled time for departure but me and my s/o got there first. Instead, they stalled the plane 12 mins to let us out but didn’t stall for 1 minute to unlock the door for my parents. I asked why open the door to let us out but not to let my guardian in? Worker replied “We have a process” in the nastiest tone. I would have been devastated if they forced me to stay on the plane."
Date of travel: July 2020,10,NEVER AGAIN,"I will never fly American Airlines again & as a 21 year old, there was a lot of miss opportunity. Even with calls from gate attendants during our short layover, they still would not let my dad and I on for arriving at 12:11pm when doors close at 12:10pm and departure is at 12:20pm. However, somehow our first flight was 15 minutes late due to boarding."
Date of travel: July 2020,50,Checked baggage damage,"Just left the Lexington Kentucky airport and the baggage management was amazing. After noticing damage to a wheel on one of our checked bags, and a quick google search later, we asked management to fill out a liability report for the damage. She took note of the damage and rolled out an equal (if not better) piece of brand new luggge. She explained we could either swap the two or send ours in for “repair” & receive a new one at our address at a future date. We chose to switch then and there. She took info from us, was super nice & accommodating; the whole “ordeal” took less than 10 minutes. VERY PLEASED WITH THEIR CUSTOMER SERVICE"
Date of travel: July 2020,40,First Pandemic Flight,"First pandemic flight.  Easy check in and TSA process (you now swipe your own ticket and lower your face mask so the TSA can check against photo identification). Airbus 319.  3-3 seating.  Plane was almost full.  Everyone had masks.  So I had a window seat (which is recommended to avoid coronavirus), but someone sat in the middle seat next to me.  No food or beverage service on the plane.  On time departure.  On time arrival.  Overall no surprises except that the plane was almost full."
Date of travel: July 2020,10,Horrible Customer Service,"I booked a flight for my birthdat with American Airlines from O'Hara to Miami. It was suppose to be a girls trip but as you all probably know Miami has been shut back down. Yes, I chose to cancel the flight and they gave me a credit for 6 different travelers instead of a refund. Even though my group was not wanting the credit we still accepted it. However, I tried using my credit of $107 to book a flight to Denver for three people which totaled out to $148. I was willing to pay the difference (with the same card that was used the first time) but the customer service representative stated I would have to wait 14 business days for a voucher to come in the mail. I explained to the rep that will not work due to the price change the tickets can have by then or availability. They are not willing to compromise AT ALL I've been transfered to so many different people. I was told to go on the website and chat with someone just for them to tell me to call again. This is the worst experience I've ever had with an airline! It's enough Miami was shut down but now I have this Airline giving me a hard time and they are showing no sympathy towards my situation. PLUS, the ticket insurance was not available upon purchase so they have it set up to where people can not get a refund no matter the situation. I just want to book my flight and never deal with them again. Do not book with this airline they are unprofessional and the customer service is horrible!!"
Date of travel: July 2020,10,Terrible Service! Never flying American again,"I’m so mad about the service we received!! Our first flight was delayed about 20 minutes. I’m not sure why, but we sat on the runway for a long while before we took off. We flew American Eagle for our first flight. Because of the limited space, they had to put our carry on bags under the plane. Once we landed, I headed to the next gate because we had a connecting flight. My husband waited there to get our bags. I got there right in time. They let 2 girls get on right in front of me, but I was waiting on my husband. He was running through the airport because our connection was in a different terminal. I told the employees at the gate that my husband was on his way, but they said nope...he wasn’t going to make it, and they were shutting the gate. The plane was still there, and the flight wasn’t leaving for 8 more minutes, and it was their fault that our flight was delayed!! They were so rude about it too! Now we are out $400 for the money we spent on our hotel at our destination. I have had such a terrible time with this airline. From now on, I refuse to fly American. If y’all are looking for a good, accommodating airline, I recommend Southwest. They would have held the door open a few minutes knowing that we were coming from a connecting flight! They are the best!!"
Date of travel: June 2020,10,No Compassion,"We booked our flight before the covid-19.  Our flight suppose to flight out in June.  When the covid-19 announced, we panicked and worried about the safety of our family so we called to canceled our trip in April. They issued eticket instead gave us a refund.  We found out later that the actual flight got cancel. Recently, we loss our job so we try to reserve money. We called American Airline to get our money back.  We explained our situation to both the manager and the customer care team.  Instead of showing the compassion to our situation, they rejected our request.  They said ""Because you voluntarily canceled your flight, I must respectfully decline your refund request."" I won't recommend American Airline to anyone.  They showed no compassion to anyone.  They only care about making money instead the safety of other people.  Very bad customer service. Very disappointed..."
Date of travel: July 2020,20,Changed flight and didn't let me cancel,"Got a call from American saying my flight departure time had changed. The new time did not work for me, and they were unwilling to refund the ticket. I could get an airline credit, but this couldn't be used to book a flight with the other airlines that had flights at the times that worked for me. Very disappointed with American Airlines customer service."
Date of travel: July 2020,10,Flights too FULL! Loading the passengers the WRONG WAY!,"I will say we flew Delta to FL, and American on the way home… Delta was the better option by far!! They’re only allowing 50-60% capacity and loading the passengers from the back to the front, vs American.. YUCK! On the way home we flew American, the plane was full and they loaded passengers front to back… So everyone was squished and walking past each other! If I was exposed to the coronavirus, it was on the plane ride home with American!"
Date of travel: June 2020,10,"Disgusting, Terrifying","I flew business, never do this.  But during this pandemic we wanted as much space as possible.  Jammed flight, some without masks.  Flight attendants (what a job now) seemed miserable and robotic.  Only small screen entertainment options, minimal at best.  Hopefully never again.  Only flew as we had to get home to east coast."
Date of travel: March 2020,10,Disastrous,"The transfer for suitcases broke and the ordeal I had to go through to get my suitcases checked in in another terminal was extremely unprofessional and exhausting after I traveled from the other side of the world during pandemic. The lines where LONG with people been right next to each other and wearing no masks. 5 months after my arrival I called American Airlines to cancel my return flight to Europe due to second Covid 19 wave and uncertainty regarding safety... All I got was double talking frustrated, completely careless rude, ignorant behavior... Since my flight was a bundle with British Airways, I called them and they refunded my return ticket, with exceptional customer service, incredibly polite, answering all my questions, a total Class Act. It's Mind blowing how this American Airlines representatives are able to keep their jobs. Thank you."
Date of travel: July 2020,40,"Better than expected, great job AA","Each flight experience is unique and no flight is the same.  I have had flights with satisfaction levels ranging from 0-10.  I was reluctant to travel during this global pandemic.  But after letting the idea settle I decided to travel to St John taking a direct flight from CLT.  However, AA changed my non-stop flight to a 1 stop flight with layover in MIA.  I was really disappointed about the situation.  But I did understand the reasons as AA is consolidating flights due to the pandemic.  Putting this particular issue aside, AA and it’s employees have done a great job to keep us safe during this pandemic.  Both flights were on time.  I believe they have put in place the proper check-in, onboarding, in-flight and disembarking procedures.  No issues on this trip.  Hopefully there are no issues on our way back."
Date of travel: July 2020,10,Worst flight experience ever,I’m traveling with my 14 year old daughter and never again will I allow her to be subjected to the uncleanliness and rotten attitudes of the staff. And they don’t have a drink or food/snack service on a 3 and a half hour flight! And there was no time during layover to get anything because the first flight was so late (another American Airlines flight). This was supposed to be an amazing vacation getaway for my daughter who has never flown before. So thanks a lot for ruining that too aa.
Date of travel: July 2020,10,This is the truth about American Airlines commitment for customer safety,"We recently returned to Philadelphia from West Palm Beach Florida. We were very hesitant about flying during the pandemic, but after reading American Airlines commitment to passengers safety, We felt they were doing everything possible to ensure safety and decided to take the flight. My husband & I purchased 1st class seats in the first row. We decided we would be able to board last and exit first, which made us feel safer. When everyone was on board the flight attendant made an announcement stating that everyone’s face covering must be worn throughout the entire flight, and if not, you will be  banned from flying American Airlines in the future. This also gave us a sense of security! We noticed when we walked into the airplane the flight attendant didn’t have her mask over her face, she had it hanging around her neck. We realize that it takes a lot of getting used to and at times we may forget to cover up, however, this was not the case on our flight. Our 1st class attendant never once put her mask on her face for the 3 hours, she left all of us passengers at a health risk! I started a live chat with American Airlines from my phone while this was all happening to ask them what the protocol was for their flight attendants. The answer I received was that their flight attendants are required to wear a face covering, just like the passengers on every flight. I sent an email to their customer service and the answer was less than concerning over this incident. Seems to me the rules only apply to the passengers and not their employees. Thank you American Airlines for putting our health at risk!"
Date of travel: July 2020,10,American Airlines,American Airlines will steal your money without accommodating their customers who pay for their tickets. I had the worst experience with American Airlines. First I left my AirPods on the plane and 20 minutes after returning to recollect my items they were gone and there were only personnel on the plane. Then I attempted to change my flights during the current pandemic and they had no accommodations despite COVID-19 and made me stay in their unsanitary airport for hours. This I felt was irresponsible to risk public health for extra money. Completely unsatisfied and will never travel with American Airlines again.
Date of travel: June 2020,20,Not a great experience during COVID,I was surprised to find every seat of my flight filled during COVID outbreaks. Everyone had masks but proper use was not enforced. The airline did send an email before the flight saying that it would be busy and offered a flight change free of cost but I overheard a passenger in front of me saying she took advantage of that and was still rebooked on an overfilled flight. I don't think I'll be flying on an airline that doesn't leave middle seats open during COVID.
Date of travel: August 2019,10,Warning if you have to travel with a pet!,"I wanted to write this to warn others considering AA Pet services.  I wrote the company detailing my experiences and I have not received any kind of response.  This is a VERY abbreviated letter I sent to them.  My trip was from JFK to San Diego.  This all happened pre-covid. I have shipped pets before, so I know things must be done perfectly and had all required paperwork properly completed.  I used the website for pet requirements, had questions, and called the 1800 number. I got a very terse woman who told me she knew absolutely nothing about shipping pets and proceeded to read the ENTIRE website to me.  I called someone else and got the info I needed. Strike 1.The instructions told me the time and place to go to.  I was there in plenty of time.  After waiting 30 minutes for the VERY SLOW employee, someone else told me I was in the wrong place.  I was exactly where the instructions told me to be.  They said I was, but I should be somewhere else and this “happens all the time”.  Strike 2.This is where things REALLY turn nasty.  We got to the correct building and there was this person by the name of Yvette.  She proceeded to tell me I was too late.  I tried to show her what the problem was and that I was sent to the wrong place.  To make the story short – basically it was all my fault that I was sent to the wrong place and it WAS NOT her problem.  The supervisor, who was only ever referred to as ‘the supervisor”, came out to tell me the same thing and that it wasn’t their fault. There were raising their voices and, not to exacerbate the situation, I assumed the role of the grown-up and professional.  All they did was shout that it wasn’t their fault and not their problem.  Strike 3.I work in customer service and if I had EVER treated a paying customer like that, I would have been fired on the spot and probably thrown out into the street – and I would have deserved it!  There was absolutely no effort to try and find a solution to the problem, or even listen to the problem. This is an indicator of poor senior leadership, where employees are afraid for their jobs and are quick to shift blame instead of finding a solution.  I had to call the 800 number again to rebook and I showed up 4 hours early.  I was working with another employee who was very helpful until Yvette showed up again and said ‘Oh – you were here yesterday’.  Yes, in fact, I was.  The supervisor showed up and had cooled off enough to have a civil conversation.  Since I was finally able to get a word in edgewise, I explained to him what happened the day before and he was receptive to my explanation and then turned very civil and helpful.  He even complimented me on how level headed I was the day before.  I told him that acting like a jerk never solves anything, which Yvette could learn something from.We were moving along, until the note from the vet about temperature requirements.  As clearly stated on the website and the instruction email I received, that paper was required after May 1, and through certain cities, neither of which applied to my situation.That is when Yvette interjected herself and said ‘the customer doesn’t state what is required – we do’.  Now I need this other paper from the vet, just because Yvette says so.  It was as though she was doing everything she could do to make what was already a difficult process almost impossible for me. It took the vet a while to fax it.  Yvette sat there scowling at me and finally disappeared when it started looking like things were going to work out.  That is disgusting behavior from an employee.  The supervisor went along with all of this.  Who was in charge? – is what I ask.In San Diego, I went to the baggage assistance to find out where to pick up my cats.  I was told where to wait and that it would be a while. Pets were coming out, the employee there kept assuring me they would be coming.  After about 2 hours and watching pets come out from flights well after mine, AA Cargo called me and told me my cats had been there for 2 hours and where was I?  I said I was right where I was told to be.  Well – once again I was given the wrong place and I was supposed to be at the other end of another terminal.  I went to the cargo area and I explained to the gentleman behind the counter the situation and he said that ‘happens all the time and they should change it’.  Well – yeah!  But these men were nice, helpful, gave me some bottles of water for my cats and said they wished there was more they could do.  THAT is what customer service looks like.  Yvette could learn something here.Believe me - this is the very short version of what happened.  I cannot believe the treatment of a paying customer, and the level of service being given.  I fly all the time.  There are so many excellent choices out there.  With the unnecessary aggravation and drama, not to mention the added expenses of this experience and non-response to my complaint letter, I can’t think of any reason to EVER fly American Airlines again."
Date of travel: July 2020,10,American Airlines - No Communication Again,"Emailed earlier this month and on 12 July to Customer RelationsHow American Airlines functions to provide great service to its customers.  July 2019 (first few days of the month) -Booked roundtrip flights from Bogota to Miami to Milan for May 2020.March 2020 -Modified our flights due to COVID-19 and Italy not permitting flights; we changed our trip to October (as listed above).May 21, 2020 -Viewed flight information online - only listed the roundtrip flight to Miami (we received no communication from American Airlines that our flight to and from Milan was eliminated).We called and our roundtrip tickets were changed to flying from Bogota to Miami to London to Milan.June 28 - We called American Airlines because of the EU restrictions on Americans due to COVID-19 and knew if we waited until early July, we could rebook for May, 2021.July 3 - We called American Airlines and changed our flights to May, 2021. We booked roundtrip flights from Bogota to Miami to Milan. July 5 - We viewed our flight information - it now listed us flying from Bogota to  Miami to JFK to Milan.  In Miami, American Airlines gave us 24 minutes to go through Customs and make the connecting flight to JFK.  The return showed Milan to JFK to Miami.  In Miami, we would have to stay overnight and fly home the next evening (we again received no communication from American Airlines that this had taken place).  We called American Airlines (very early in the morning) and canceled our tickets after questioning the Customer Service Representative about if we would receive full refunds.  He assured us we would and helped us do this process online.In addition, we have incurred additional charges since we had modified hotels and tours relying on the American Airlines reservations we had made for May, 2021.Can you please tell us why anyone would consider ever flying American Airlines ever?We would have been flying with them May 2021 and that time line is not available, so I clicked on July 2020.  There are other flight numbers, but enough is enough with this horrible company."
