Date,Date,Rating,Title,Review
2020-01-01,2020-01-01,2.0,"""Barely made our flight""", |  Staff tried very hard to make the best of a bad situation. The security set up was insanely long and the customs machines were glitchy with some reps who couldn't speak english very well - in this industry where dealing with harried customers is the norm I am surprised this was happening. Barely made our flight - others were less fortunate.
2020-01-01,2020-01-01,1.0,"""This is a complete joke"""," | This is a complete joke. You run around looking for customs and immigration when you think you caught a break finding the automatic passport control, your very wrong they print this piece of paper that's practically useless because it asks you to visit a customs official, just spent 2 hours running around like a headless chicken. After 2 hours you finally find the queue to go through passport control to find out there are 600 people queuing up and only 5 passport control officers serving at a time, absolutely appaling I literally got 1 hour now till my flight leaves avoid this airport at all costs worst airport in the whole planet."
2020-01-01,2020-01-01,1.0,"""Total joke""", |  Total joke. Land at the airport and sit on the runway with no gate for 15 min. Now waiting for our bag for another 30 min. This is pathetic  my 5 year old niece could run a better airport. AC 1130 from Saskatoon to Toronto. Look it up.
2020-01-01,2020-01-01,1.0,"""terrible facilities for children"""," | I am writing to review the terrible facilities for children at Gatwick north terminal. I travelled alone with my 2.5-year-old 6 months ago, and at this time the children's area was being reconstructed. They were able to offer absolutely nowhere for young children to play, or a place to heat up and serve food to a toddler. They promised that the new children's area would be finished by the end of the year. We are travelling again tomorrow, and have just found out that there is still no children's area or place to heat/serve food. To me it seems completely unbelievable that such a major airport can offer no facilities at all to families with young children for such a long period of time. For the many families travelling through it must be a very stressful experience, and I know that I myself am dreading having to spend a few hours at the airport with an active 3-year-old. Much smaller airports manage to have great, free facilities for kids, and I find it unacceptable that Gatwick North terminal is so lacking in this way."
2020-01-01,2020-01-01,1.0,"""This place needs to be reviewed"""," |  Not only did they lose my bag when I flew out and not properly screen passengers, but now flights arriving back at MSY are getting their bags before my flight. I mean 15 minutes later than ours. This is not my first time having this problem, last time they had four flight arrivals on one baggage claim. This airport is hot garbage. This place needs to be reviewed by some federal aviation commission."
2020-01-02,2020-01-02,2.0,"""doesn't give a very good impression"""," | Passed through Atlanta each way on a 12-day trip to Belize. On each occasion, the immigration queues were well over 1 hour, and on the return trip after 1hr 20 mins, I had to ask people if I could jump the queue as I was in danger of missing my connecting flight to the UK. At least half the booths were unused. Asked a member of staff if she could help but she just said: ""you'll just have to wait in line"". I thanked her for her help. Perhaps they weren't expecting a large number of people arriving all at once? Is this an example of American efficiency? It doesn't give a very good impression to anyone travelling through!"
2020-01-02,2020-01-02,1.0,"""The security is the worst""", |  The security is the worst I have ever experienced. What is the meaning of fast track? The airline is paying the Airport (abt 20 pounds) for facilitating passengers using the Airport. How an earth can they arrange fast track and expect passengers to pay again? They are paid for a smooth and properly organised security check! Dropping off fee. Do they really expect passengers to haul their Luggage into a bus and drag it out at the actual entrance? Picking up at T3 An absolute disaster. Having to walk in rain and cold to the parking lot. Then pay 4.50 for two minutes?
2020-01-02,2020-01-02,1.0,"""Humid, hot, and lacking air-conditioning"""," |  Humid, hot, and lacking air-conditioning. Line for check-in stretched outside the airport. Honestly, I've been to several third-world countries with better airports than this. It's so bad in fact that I would almost consider skipping flying into Oahu all-together."
2020-01-03,2020-01-03,1.0,"""a poor experience every time""","  | The slowest and most inefficient airport I've ever had to arrive at. If you are not a US citizen, do not, I repeat, do not make a transit at this airport, you will not make it in time. Of the 6 times, I've arrived here internationally, it took an average of 1.5 hours just to clear the immigration checkpoint each time, with a maximum of 3 hours from personal experience. After clearing customs, all other airports that I've been to have your checked luggage up and out on the carousel in 20 minutes max. Here, it's at least an hour's wait so it doesn't even matter if you've cleared the immigration checkpoint quickly. Finally when you exit to ground transport, do not use the bag conveyor belt to deliver your luggage separately before taking the transit train to Seattle exit and ground transportation else you'll have to wait another 10 minutes for your bags to arrive by the conveyor belt after you've arrived by the transit train. This airport is not just understaffed, it suffers from very visible underemployment and operation inefficiencies. For example, the airport management has in their infinite wisdom decided to station not one but two workers at each luggage carousel to arrange bags neatly on the carousel as they arrive by the conveyor belt so that they don't tip over. This task is absolutely pointless - I've still seen bags tip over and being rearranged by other passengers standing beside it. So now you have two persons being paid to just stand by the carousel chit-chatting and occasionally moving a bag or two when they could be doing something more useful like delivering the bags quickly. All in all, too much waiting and a poor experience every single time. Is it too much to ask for an airport to do its job quickly so I don't have to stand for another 3 hours after a 12-hour transpacific flight? I've arrived in the US from LA and San Fran and both are much, much faster."
2020-01-03,2020-01-03,1.0,"""this airport is not up to par""","  | Simply stated, this airport is not up to par considering the popular destination of Orlando. People travel from all over the world to visit this city and this is the best the city can do? Trash simply put. 1) Poor restaurant choices. 2) Limited number of restaurants. 3) Horrible selection of restaurants (you've never heard of most of them, few franchises). 4) Horrible security/TSA lines with no organization, crowding people like cattle before the ID check and then subjecting them to a surprise Disney-esque maze lineup after BEFORE getting to screeners. 5) Slow shuttles to gates. 6) Limited seating at Food Court. 7) Limited seating a gates. Seriously, I thought Orlando bills itself as a ""worldclass"" destination, it's a destination with no class!"
2020-01-04,2020-01-04,4.0,"""it is totally inadequate"""," |  If concourse G is strictly for international departure, it is totally inadequate. Departing for Incheon and not enough space to seat waiting passengers or queue lines."
2020-01-04,2020-01-04,9.0,"""terminal was not busy""", | The airport parking is not a nightmare and the terminal was not busy. I got through security in under 45 minutes. The terminal is a clean space and me and my son saw lots of different aircraft.
2020-01-05,2020-01-05,2.0,"""the worst airport I have seen in the States"""," |  This is by far the worst airport I have seen in the States, going from one terminal to another is quite a hike (poorly marked, we could not find the shuttle bus). Something that really annoyed me was doing the security check again even when I was coming from a domestic flight, it's ridiculous going again through that check twice in the same country."
2020-01-05,2020-01-05,1.0,"""LAX is hopelessly jammed with traffic""","  | LAX is hopelessly jammed with traffic, but worse, is the fact that they removed 95% of their seating outside the security entry points. Imagine flying from abroad into LAX, having to go through customs with your bags, but not being able to check your bags for the flight out to wherever you live, as the flight leaves more than 4 hours from arrival. You are stuck outside the security checkpoints, yet have no place to sit, except on the concrete floors. (I was told the reason is that the 100s of homeless people took all the seating, so they removed it!)."
2020-01-06,2020-01-06,1.0,"""a lot of complaints online but nothing changes""","  | The airline check-in staff are always very pleasant and accommodating. But the security Staff scanning the luggage are always unpleasant and rude to passengers scolding them. Also the security scanning the hand carrying luggage are always trying to pick an argument with passengers and are very rude, unpleasant and condescending to passengers. I have been through Vancouver airport a dozen times in 2018 and 2019 and always the same experience with Vancouver airport security, it seems there are a lot of complaints online but nothing changes."
2020-01-06,2020-01-06,1.0,"""staff were rude and unhelpful""","  | The queue for immigration at this airport is ridiculous, over 2 and a half hours, staff were rude and unhelpful, we told 3 airport staff we had a connecting flight but we were told to just 'wait in line' they deliberately let us miss our connecting flights, they didnt care they were not interested at all. Other passengers were letting us go in front of them but we had no chance, it was impossible. All they had to do was let us go to the front of the line, what was even more frustrating was we had to catch a cruise ship the next day. Immigration say sort it out with your airline, absolutely disgusting I would avoid this airport never have I come across so bad manners. No customer Service at all."
2020-01-06,2020-01-06,1.0,"""you either get barked at or mumbled at""","  | I am so sick of TSA agents acting like theyre not employees. No one is on the same page, you either get barked at or mumbled at, and I find it annoying when they wont even address you. A woman tried to move me through security with her eyes and then got upset when I wasnt following her non verbal cues. However, I noticed she had no trouble speaking clearly to the gentleman after me or in assisting him with luggage retrieval. Please stop acting like your agents priorities are safety (it would be one thing if they actually took care of that), they are, instead, simply rude and this bunch would rather be surly, roll their eyes, and not speak or direct traffic. Even another agent was having trouble getting an answer from agents who were clearly new and didnt know what they were doing during screening. Dallas Love is miles better."
2020-01-07,2020-01-07,2.0,"""we were stuck in standstill traffic""",  | This is the third time I have had to get out of my Uber over a mile from the airport and walk with my bags to the airport because we were stuck in standstill traffic. This is a ridiculous and appalling standard for what is meant to be one of the biggest international airports in the USA. I know the reason is that they're building a train but this should have been done years ago and having your customers walk for 30 minutes with their bags or risk missing their flights is not an option. They have largely solved the Arrivals traffic issue by having the rideshare cars now pick up at LAX-it - why not do the same for the Departures?
2020-01-07,2020-01-07,10.0,"""got treated very well"""," |  Very sorry to read other people had a bad time. I am a wheelchair user, and got treated very well going through Atlanta. There was a priority line at passport control for disabled people. People at security were polite and considerate. The young man assigned to push my wheelchair was lovely. Food was mostly good. Concourse D had a good selection. I had a horrible experience at Dulles (Washington, DC) spring 2019, and found Atlanta to be just the opposite."
2020-01-07,2020-01-07,1.0,"""One of the worst airports""","  | One of the worst airports. Huge lines for security at 4am, incredibly rude TSA Agents who subject children to body scanners and subsequent pat down of a sick 13 year old wearing shorts and a thin shirt, and no shoes with nothing in their pockets. Refuse to give their full names or badge numbers or any other identifying info. Never had an issue at any other airport including Philadelphia, BWI, Seattle, Vancouver, Venice, Toronto and others."
2020-01-07,2020-01-07,1.0,"""wont be getting a transit through LAX ever again"""," |  I've been through quite a few airports now and this has to be the worst airport ever. I got a transit from London through to Auckland here, and I spent nearly 3 hours getting through all the different checks and security, just to get back on to the same plane, to take me to Auckland. Safe to say I wont be getting a transit through LAX ever again."
2020-01-08,2020-01-08,2.0,"""depressing, tired, dirty and uninspired airport"""," |  Probably the most depressing, tired, dirty and uninspired airport I have come across. The seating areas are miserable, limited and uncomfortable. The selection of food is limited, carb heavy and it usually necessitates a long wait for a sit down meal. The shops are a basic high street selection. What a missed opportunity. If this was an advert for Manchester you would skip a visit. The security area (unless you pay) is in a dingy basement and painfully slow. Want a luggage trolley? You pay for that. Want wifi for a little longer? You pay for that. Want to get picked up? You pay for that. Until recently, they even charged for those little security bags. Money-grabbing. Passport control, if you hit it at the wrong time, is woefully under staffed and the electronic gates seem like first gen. Even the layout is adhoc, you will be climbing and descending stairs trying to get to your gate. There is really no need for it. It handles around 27m passengers, less than Copenhagen which is far superior. If you can go somewhere else, do so."
2020-01-08,2020-01-08,1.0,"""process was badly organized and even worse staffed"""," |  When transferring from our initial WestJet flight from YYC to YYZ, we discovered we had to clear U.S. Borders and Security. This process was badly organized and even worse staffed. Less than half the CBP posts were manned resulting in roughly 25 percent of all passengers missing their flights due to delays in screening. For most screening took 1 hour and 31 minutes in marked contrast to the clearance procedures which argue for procedures of less than 15 minutes. Dozens of passengers failed to fly on their plane due excessive delays where the screening and CPB lanes in terminal A averaged a minimum of 1 and 1/2 hours to get passengers through to their departure plane. Meanwhile, in the same airport, the Canadian CBP perform these exact same checks on people travelling in Canada. The average time to clear their process this week was only 4 minutes and 11 seconds. Strong praise should go to the Canadians, for performing this task 22 and 1/2 times better than their American Counterparts. Unless or until the American CBP can process a like number of persons as the Canadians do and do with a lower error rate, then the US personnel should be fired and replaced with Canadians who will swear an oath to the U.S, to accomplish these tasks."
2020-01-08,2020-01-08,2.0,"""T3 is an absolute disaster"""," |  Far and away the worst airport in the UK. T3 is an absolute disaster! Starting with departures security, the queues are beyond long caused without doubt by the condescending personnel who are downright rude to everyone, without exception. I know this is a serious job, but other airports manage it with far more humility. After this torture you then pass into a both dated and limited (facilities) departures area, again queues for anything and everything. On return a 1 hour wait for in line for UK/EU immigration, just embarrassing."
2020-01-08,2020-01-08,6.0,"""a great and frustrating airport""","  | I don't know how many times I've flown into and out, and transited through, DFW in the last several years. I semi-joke that one has to transit through DFW to get to either Heaven or Hell, as one can easily see all walks of life represented in the customers in this airport. Heck, I even saw Trace Adkins (American country music star) standing around one time. But honestly, DFW is a great and frustrating airport simultaneously, I like it, but I neither love nor hate it. Despite its size, the terminals are all very well connected by a very modern tram, and are very modern and clean, yet each terminal feels like it's the size of the City of Fort Worth and often requires much walking once in the terminal. For another catch, the personnel in this airport lean toward the friendly side overall, but you never know if you're going to catch that one airline staff member who just enjoys barking at their customers (I'm looking at you, American Airlines!), or that one TSA officer who can't get over their breakup with their significant other last month. Personnel are either very helpful, or have the worst attitudes, and there isn't a lot of in-between. Aesthetically, this airport provides a beautiful, spacious, ""Texas-sized"" introduction to visitors to Dallas, Fort Worth, Texas, and the USA altogether. However, while signage anywhere you need to go within the terminals and around the airport property is ample, it can still be a chore to finally reach the always-slow baggage claim, then the car rental facility, or light rail (again, because of those long tram rides and long walks to anywhere). Lastly, as this airport is in the Dallas area, there's usually either a pushy nouveau-riche soccer mom or a testosterone-fueled redneck who doesn't travel much, who is impatiently trying to push ahead of other people in the airport, whether to order a burger, check a bag, or get on the plane. Something about Dallas, I tell you. This airport does much to make you go, ""Wow!"", before rendering you with such a mixed reaction."
2020-01-09,2020-01-09,1.0,"""Very poorly trained arrogant staff""","  | The queue was very short at security and my bags went through the scanner but I was delayed as I was patted down by a female security guard. The zip on my top had set off the machine. That was not an issue. The issue was with the security guard who when through my bag. He completely emptied my bag opened my medicine bag and removed all my medication, reading each label and was shaking it about. When I told him my medication was personal. He told me medication had to be declared as part of the liquids bag which is untrue. He then held me up for 20 mins as he swapped by bag 3 times! And put it through the machine 3 times just to delay me. I stood there laughing at the unprofessional approach he choose to take. Very poorly trained arrogant staff in this airport the machines are oversensitive. That week I had travelled from Dublin to London, Exeter to Manchester, Manchester to Exeter and tomorrow I will be flying back to Dublin. The only place I had an issue or was been patted down is Manchester. I suppose the have to justify their job."
2020-01-09,2020-01-09,1.0,"""an absolute joke of a terminal""", |  What an absolute joke of a terminal. Nothing open at 21:00 and the staff excuses absolutely shocking. Goodness knows how this place is still doing business. Would never travel out of this place again out of choice.
2020-01-09,2020-01-09,2.0,"""the most uncomfortable airport"""," |  Ive flown through Orlando six times this year. It is by far the most uncomfortable airport Ive been in  many people, very little seating or bathrooms. If I ever have to stay in the airport for more than 4 hours, I leave and come back. Maybe that is exactly what the city wants us to do."
2020-01-09,2020-01-09,1.0,"""Rude, ignorant staff"""," |  Will never ever use this airport again. Rude, ignorant staff treating people like animals, absolutely shocking. If you treat people like this you will get treated back like it. I have never witnessed so many angry pasengers. Security staff were worst of all, barking and shouting at people like they were vermin. It seems the security staff were on a power trip to see how many people they could ridicule and intimidate. If this is the way the US is going god help them."
2020-01-11,2020-01-11,10.0,"""staff once again were kind and genuine""","  |   I want to thank the kind people of Air New Zealand for their professional yet caring handling of my recent situation. Somewhere between Calgary and Vancouver, I lost or had my passport stolen and was unable to board my flight to Auckland with my family. The staff were persistent in helping me in my near panicked state to search my bags while the aircraft was being readied for flight. Unable to produce a passport, the staff sympathetically ushered me to a place in the airport where I met a family member. When I returned to the airport the next day after miraculously acquiring a new passport, flight and Visas, the friendly staff of Air New Zealand greeted me with the same warmth and compassion I had experienced the night before. They informed me that I had been bumped up to Business class and was offered access to the VIP lounge in the airport before my flight. Once inside the Lounge and breathing again for the first time in a day, Douglas Siefert, Vancouver Airport Operations Manager came to the lounge to personally greet me and ensure I was aware of the many luxuries including fabulous food and drinks that I was free to take advantage of. When boarding the flight, the staff once again were kind and genuine, having recognized how overwhelmed I had been the night before watching my family depart on the flight which I could not depart on. I just want to say thank you to the team who so kindly helped me. That was my first experience in Business class and what a way to start my vacation! This was a long awaited holiday where my son, wife and their 8 month old were travelling with me to Australia for my other sons graduation from medical school and then onto New Zealand for Christmas. Having lost my husband in the summer of 2018, this was going to be a very special time with my boys and their wives and families. You can imagine how I would have felt when I couldn't board the flight which was the beginning of this vacation! The staff did not know my story yet were kind, helpful and accommodating. This is a story I will tell over and over as their kindness (which seems to be rarer and rarer these days), made such an impact on me and the experience In Business class was like none other. It goes to show that simple acts of kindness will always be appreciated. We dont often know what someone else is going through so in the words of another be kind to each other! Thank you again Air New Zealand!"
2020-01-11,2020-01-11,10.0,"""professional, friendly and efficient""","  | I had lost my cell phone in a public bathroom in Air Canada Terminal 1 while on my way flying home to Kelowna BC. The Terminal Customer Service lady went to a lot of effort to locate my cell phone with the assistance of two Air Canada employees (who also were very helpful). As I would not be returning to Toronto in the near future and am 69 years old on my own (I was not sure what to do and needed my only phone), I was very anxious to get my phone back before leaving. Luckily the plane was delayed leaving, this staff member located the phone and had to go outside Security and back through Security. She was professional, friendly and efficient. Thank you."
2020-01-11,2020-01-11,1.0,"""Its getting worse not better""",  | Bags take forever to come out. When I got to baggage claim my bags didn't come out for 40 minutes. This is absolutely ridiculous! Its getting worse not better!
2020-01-11,2020-01-11,1.0,"""Doubt if I'll ever come to New Orleans again"""," |  This is the worst airport design and customer service I have ever experienced. Take the rental car signs off the airport parking direction signs! I drove around the airport parking lot 3 times following the rental car signs before I finally saw an employee sitting off in the cut and asked how to get to the rental car lot. She got annoyed when I didnt understand her lackluster directions (take a right at the light and then another right?) and said I dont know and turned away from me. Finally found a >10in. sign with no lighting by it that said rental car return. Horrible. Doubt if I'll ever come to New Orleans again and if I have to, Ill drive."
2020-01-12,2020-01-12,1.0,"""Customer service is extremely lacking"""," |  Customer service is extremely lacking here! First of all, the guy checking in our luggage moved so slowly, the longer line next to us moved twice as fast at least. I was worried our car seats might not make it on the plane because we had to run off to security. We couldnt wait to watch him put them on the belt for checked luggage. He just sat them on the ground next to him and moved like a slug doing I dont know what. The airport is giant and you cant see the TSA PreCheck from the regular security check line. So I asked a lady, she pointed and said, Over there. Ok, short and to the point. We went to find where over there was. Found the TSA PreCheck line but it didnt display our gate # overhead. So I asked if it was the line for TSA PreCheck to our gate because it didnt list our gate number. She just said, Do you see the TSA PreCheck sign? I was so shocked by the tone and response I paused for a moment and said, I dont see our gate listed. She said, 'You walk around'. Everyone in our party was taken aback and told her there was no need for the attitude, just a simple question. She just continued to be snippy. We rushed past in a hurry to get through. We showed up exactly two hours earlier than our 6am flight and everything took so long, we made it to our gate 10 minutes before boarding! Getting on the plane was such a relief to be welcomed with the customer service that the Seattle based flight crew of Alaska Airlines always brings!"
2020-01-12,2020-01-12,1.0,"""an assault to all your senses"""," |  What a depressing place. There is no doubt I am at Tacoma airport. I don't know what hits you first. The grime or the smell. It is like an assault to all your senses. There is trash visable everywhere. I can count 8 coffee cups at gate B6 rigjt now. This airport always seems to be under construction, yet nothing ever seems to appear better. Added to this is the fact that all the store employees seem to be bothered when you have to interupt their conversations. If you have a connecting flight I recommend you avoid Tacoma Airport."
2020-01-13,2020-01-13,2.0,"""slow and unhelpful staff""",  | Shocking. Ridiculously long queues with slow and unhelpful staff. Half the booths were empty meaning wait times of well over 2 hours. Worst airport Ive ever been in. Staff treated/talked to you like animals. Arrived back in Australia in Jan 2020 a what a completely wonderful experience. I will look at flying through another airport Newark or LaGuardia as I love visiting New York.
2020-01-13,2020-01-13,1.0,"""the most unusable airport in the world""","  | T2 Dreadful place. As an older person who has stopped running marathons years ago, T2 is by far the most unusable airport in the world for people who are not ""disabled"" but have some mobility issues. I understand the theory of having to wind your way through duty free after the undermanned under resourced security area and the miles of cattle fencing for check-in. I was told off for not using it even when it was empty. (we are forced to check in mega early for these reasons). We wont mention the bars full of drunks first thing in a morning. After leaving the Aspire or Escape lounges which themselves are pretty poor compared to the rest of the world. The walk to the gates is several hundred yards at least, too much for families and the elderly and as yet the walkway has never been working. (its only short anyway) I have been there when the lifts were not working either. So unless you set off to the gate the instant is shows on the screens you will be late and incur the wrath of rude ground staff. The sit down on the aircraft is most welcomed IF you don't have to wind round steps and up steps to the aircraft. This is too much for some people and very definitely a security risk, that is another story. Don't mention special assistance, it takes forever, no staff, no chairs, wrong size etc, etc. plus it precludes you from having an extra legroom seat, and we are the people in most need of the legroom. Coming back is something to be feared, it is over 1 kilometer from the gate to the pick-up point and even for able bodied people dragging cases and children is a very long way. Landed at 14.05 today and it was over 1 hour 40 minutes before we were on our way and most of that was walking, blistered feet exhausted. It is an extra 30 minutes by car to Liverpool for us so we would have been home before we even left Manchester airport. I travel very regularly and have been to 73 countries in my life so I have some airport knowledge. Never again, the architects need shooting. I understand the available footprint and the budget constraints but the most terrible place in the world to travel from/to."
2020-01-13,2020-01-13,4.0,"""This is not a 21st century airport"""," |  Almost one hour spent in a car rental shuttle to get to my terminal and it is not my first bad experience. All major airports in the US and even smaller ones across the world have an air train system that ease congestion and reduce pollution. Why not LAX? This is not a 21st century airport, far from it. Please elect the people who want to make a change to this place!"
2020-01-13,2020-01-13,2.0,"""incredibly inefficient immigration""", |  Horrible wait time during immigration after landing into San Francisco from an international flight. Expect 2.5-3.5 hours wait time in line before you pass immigration to get your baggage There were very little staff on duty and the wait/lines were very poorly managed. This is comical for international tourists whose first experiences arriving into Silicon Valley is backward customer service and incredibly inefficient immigration.
2020-01-13,2020-01-13,6.0,"""somewhere I would prefer to avoid""","  | We were due to fly from Liverpool to Mallorca until easyJet cancelled their January flights, but we were able to transfer to flights via Manchester. We weren't thrilled at the prospect, having avoided Manchester for some years now on the basis of its size and overcrowding. In the event, things were much better than expected, mainly because both flights were at quiet times of day. Passage through security took only a few minutes and, though both of us had our hand luggage selected for separate inspection, the security staff were very pleasant and in no way officious. On our return, we were quickly through the electronic passport gates and actually back to our car in JetPark 1 within 20 minutes or so of landing. So, as far as the basic function of transit from car park to plane and back again was concerned, we had no problems at all. I would still say, however, that Manchester airport is somewhere I would prefer to avoid: some of the signage is confusing, many of the seats in the main central area of Terminal One were ripped and in need of replacement and the route from plane to terminal exit seemed to involve several staircases up or down. The sight of the extensive chicanes at security and passport control, not in use when we transited, was also a clear indication of what the airport must be like at peak times. As for finding one's way around the exterior of the airport, I can only be glad that all we needed was to access JetPark 1 and let the transfer bus drivers do the rest! All in all, though we actually got off very lightly, our enforced return to Manchester made us appreciate Liverpool airport all the more."
2020-01-13,2020-01-13,1.0,"""extremely rude and degrading"""," |  The customer service at this airport is deplorable and the worst that we've ever experienced at any airport! The customer service interaction/communication at security was unpleasant and down right rude, unprofessional and demeaning! No one smiled or provided eye contact when speaking to you. They were extremely rude and degrading. The desk attendant at Spirit counter was also extremely rude while speaking and giving his speech over the intercom! I pray I never have to fly into this airport again!"
2020-01-14,2020-01-14,2.0,"""there was no clear signage"" "," |  I was on my way to pick up my roommate from Southwest Terminal. Since I am new to living in LA, I didnt know it was Terminal 1. Took my 40 min to drive 10 miles and when I got to the terminal there was no clear signage that stated where to pick up arrivals. I called my friend and while I was on the phone with her, within 10 seconds, an airport cop told me to keep driving and go all the way around to pick her up. He knew very well that itd take me another 30-40 min to do that. I responded my friend is right there! as she was walking towards us. Within a minute, he decides to write me a $100 ticket. Ive been in NY all my life - been to JFK, LGA and other airports. Never In my life have I received a ticket at an airport. A minute cost me $100. I was devastated. This guy was seriously just being a jerk."
2020-01-14,2020-01-14,10.0,"""the people at this airport helped me out""", |  I have to say the people at this airport helped me out on my last travel. When I was recently here it was still pretty warm out so I was wearing my vans flip flops when I was traveling and my regular shoes were already in checked luggage. Anyway when I went to take off my flip flops in the security line I accidentally ripped the top part holding the right flip together. That meant the only way I could have walk was to walk barefoot with my right foot and carry the flip flop. Right when I was about to do that walking away from security after I got though they said they didnt want me to have to walk through barefoot so they called someone to push me to where my flight was in a wheelchair so instead of my foot touching the ground it was on the footrest of the wheelchair.
2020-01-15,2020-01-15,3.0,"""no smoking areas here""", | I never came on an airport where it not possible to smoke. Why are there no smoking areas here?
2020-01-15,2020-01-15,2.0,"""the most inefficient time consuming process""",  | This is by far the most inefficient time consuming process for catching a taxi or Lyft! I travel all the time to various airports and what a joke! It took 45 min to get to the point to even catch a car! The worst ever!
2020-01-15,2020-01-15,9.0,"""Hugely impressed by Heathrow T3""","  | Hugely impressed by Heathrow T3. Having said that, my local airport is MAN which is like a 3rd world, despot run nightmare. Flew with AA. Boarding a full flight was calm quick and orderly. Prior to that, security was a breeze, with polite, non-shouty staff (MAN take note). A very nice breakfast followed and it made a great start to a weekend away. On return, immigration was quick and I was in the carpark bus within minutes."
2020-01-16,2020-01-16,1.0,"""new airport is a real mess""","  | This new airport is a real mess. Baggage takes 45 minutes to come out, then on wrong belt. No signs in airport to direct you to where food might be if you don't want an expensive sit down restaurant. People in and out of airport are rude. Taxi cab people were screaming at tourists yesterday, 1/14/20. Lines are long for taxi. Uber and Lyft had at least 100 people in it. Only one lane for taxi and arrivals to depart. When my ride picked us up it took 24 minutes to get out of airport area and headed to interstate. The one lone security officer directing the gridlock blew his whistle constantly at people trying to pick up their passengers. There were several people arguing in rideshare line because of long lines and no line organization. I flew on southwest 561 from LGA."
2020-01-16,2020-01-16,1.0,"""disgusted with the level of nastiness and ignorance""","  | Absolutely disgusted with the level of nastiness and ignorance by the employees. Our tickets told us to go to terminal H. Once we passed security and went to our gate we were told it had changed to G. The security at G wouldn't let us pass because the tickets said terminal H. It took us forever to persuade them that the flight terminal and gate were changed. At this point my mother-in-law couldn't walk anymore because we were standing in line forever and she is elderly and has diabetes. When we asked for help several employees sneered and were sarcastic asking if they should roll out the red carpet for us. It was just the two of us and 4 kids. My daughter had dropped hot water on her chest just an hour before and was treated by first responders (who were absolutely amazing) at the Military Lounge, so I couldn't help her, my mother-in-law, and the other 3 kids all at the same time. Because my MIL could barely walk we were talking to each other that chances are we'd miss our flight, at which point one of the TSA agents started yelling how she didn't care and sat for over 10 mins without letting me have my shoes or my daughter's ice pouch the first responders gave us. They absolutely refused to let us keep the aloe we were given by the medics because I refused to show them my daughter's burned chest! She is 7! She was already distressed because of the second degree burns. She had huge blisters on her belly and chest that were treated by the medics and bandaged. Where is your humanity? Is your life so miserable you need to take it out on a little girl who sat in pain for 4 hours because you couldn't let her have her medicine? How dare you ask to see my daughter's bare chest to confirm she has burns? It's called HIPAA for a reason. You are not a medical professional. Is your day better because you managed to put down a military spouse, her four children and her mother-in-law? I cannot believe these are the people my husband serves and protects."
2020-01-17,2020-01-17,2.0,"""airport outgrew itself a while ago""","  | That airport outgrew itself a while ago and it is a mess. I sometime feel less cramped at New York Grand Central at Peak hours. Among the worst is going through security! There was a failed attempt to innovate screening with the worst luggage pre-scan staging invented by a 3-year old that obviously did not have any idea what he was doing. Then there is the useless Clear which ends up being slower than regular TSA-Pre most of the time. Finally there is that weird attempt to reduce TSA-Pre load by randomly picking people in the line to give them a privileged queue which is annoying everybody else that will be left in there for another 10 or 15 mins. After Security there is really nothing to make you forget the bad start, it is an average or bad experience at best, specifically if you want to sit quietly and even worse if you think about working."
2020-01-18,2020-01-18,1.0,"""Every experience at this airport is miserable"""," |    I travel about once a month. Most of my destinations are flying through Atlanta airport. Every single time I've encountered the most extreme rude behavior from staff at this airport. Delta customer service in Atlanta - horribly rude. Fast food workers on the tram - rude, discussing buying guns at obnoxious loudness, laying feet up so disabled and elderly can't sit down, etc.. This time I was in Savannah's candy kitchen and a girl came out from the back room and ran directly into me because apparently I was in her way of trying to leave work. I was standing in line trying to buy something. Every experience at this airport is miserable. I'll take the longer way next time."
2020-01-18,2020-01-18,2.0,"""horrible and disrespectful""","  | Believe me here when I tell you. I travel for a living as an airline pilot. Forty years + and running. We get moved around on other commercial airlines throughout countries worldwide to and from our trips. The arrival ORD CBP/DHS terminal 5 culture here with our country is so screwed up. They're focusing on the wrong things here. Goods purchases overseas preoccupation and then the fruits, vegetables, fruits, cheeses and the US citizen exemption amounts. When we should be concerned with perpetrators, impostors, criminals and those who wish to our country's entry and to create intentional ill will. Or drugs, etc. The human treatment here is horrible and disrespectful towards it's 'right to be here' US citizens. Especially towards it's born, legal to be here citizens! We're missing the big picture folks."
